TERRITORIO#es,TIME_PERIOD#es,FLUJO_ENERGIA#es,FLUJO_ENERGIA_CODE,OBS_VALUE
Gáldar,19/06/2024,Total,_T,195.06
Gáldar,20/06/2024,Total,_T,198.41
Gáldar,21/06/2024,Total,_T,198.09
Gáldar,22/06/2024,Total,_T,189.06
Gáldar,23/06/2024,Total,_T,182.03
Gáldar,24/06/2024,Total,_T,206.44
Gáldar,25/06/2024,Total,_T,212.92
Gáldar,26/06/2024,Total,_T,201.71
Gáldar,27/06/2024,Total,_T,204.12
Gáldar,28/06/2024,Total,_T,194.06
Gáldar,29/06/2024,Total,_T,185.55
Gáldar,30/06/2024,Total,_T,167.44
Gáldar,24/06/2022,Total,_T,201.34
Gáldar,25/06/2022,Total,_T,194.1
Gáldar,26/06/2022,Total,_T,196.06
Gáldar,27/06/2022,Total,_T,192.84
Gáldar,28/06/2022,Total,_T,198.31
Gáldar,29/06/2022,Total,_T,191.03
Gáldar,30/06/2022,Total,_T,190.93
Gáldar,01/07/2022,Total,_T,199.07
Gáldar,02/07/2022,Total,_T,196.03
Gáldar,03/07/2022,Total,_T,174.35
Gáldar,04/07/2022,Total,_T,189.78
Gáldar,05/07/2022,Total,_T,190.46
Gáldar,06/07/2022,Total,_T,188.81
Gáldar,07/07/2022,Total,_T,190.93
Gáldar,08/07/2022,Total,_T,191.34
Gáldar,09/07/2022,Total,_T,188.37
Gáldar,10/07/2022,Total,_T,184.38
Gáldar,11/07/2022,Total,_T,213.44
Gáldar,12/07/2022,Total,_T,219.49
Gáldar,13/07/2022,Total,_T,223.33
Gáldar,14/07/2022,Total,_T,201.03
Gáldar,15/07/2022,Total,_T,193.49
Gáldar,16/07/2022,Total,_T,185.3
Gáldar,17/07/2022,Total,_T,175.73
Gáldar,18/07/2022,Total,_T,186.57
Gáldar,19/07/2022,Total,_T,191.38
Gáldar,20/07/2022,Total,_T,193.86
Gáldar,21/07/2022,Total,_T,193.49
Gáldar,22/07/2022,Total,_T,193.39
Gáldar,23/07/2022,Total,_T,199.93
Gáldar,24/07/2022,Total,_T,207.5
Gáldar,25/07/2022,Total,_T,193.71
Gáldar,26/07/2022,Total,_T,188.68
Gáldar,27/07/2022,Total,_T,197.07
Gáldar,28/07/2022,Total,_T,195.01
Gáldar,29/07/2022,Total,_T,194.86
Gáldar,30/07/2022,Total,_T,183.57
Gáldar,31/07/2022,Total,_T,177.72
Gáldar,01/08/2022,Total,_T,197.06
Gáldar,02/08/2022,Total,_T,197.58
Gáldar,03/08/2022,Total,_T,195.34
Gáldar,04/08/2022,Total,_T,194.3
Gáldar,05/08/2022,Total,_T,197.08
Gáldar,06/08/2022,Total,_T,184.0
Gáldar,07/08/2022,Total,_T,173.46
Gáldar,08/08/2022,Total,_T,194.13
Gáldar,09/08/2022,Total,_T,195.08
Gáldar,10/08/2022,Total,_T,207.66
Gáldar,11/08/2022,Total,_T,222.58
Gáldar,12/08/2022,Total,_T,221.01
Gáldar,13/08/2022,Total,_T,204.5
Gáldar,14/08/2022,Total,_T,177.02
Gáldar,15/08/2022,Total,_T,176.82
Gáldar,16/08/2022,Total,_T,215.6
Gáldar,17/08/2022,Total,_T,201.71
Gáldar,18/08/2022,Total,_T,196.57
Gáldar,19/08/2022,Total,_T,211.87
Gáldar,20/08/2022,Total,_T,184.74
Gáldar,21/08/2022,Total,_T,187.42
Gáldar,22/08/2022,Total,_T,203.58
Gáldar,23/08/2022,Total,_T,199.6
Gáldar,24/08/2022,Total,_T,196.87
Gáldar,25/08/2022,Total,_T,199.36
Gáldar,26/08/2022,Total,_T,215.35
Gáldar,27/08/2022,Total,_T,216.09
Gáldar,28/08/2022,Total,_T,205.67
Gáldar,29/08/2022,Total,_T,210.38
Gáldar,30/08/2022,Total,_T,197.51
Gáldar,31/08/2022,Total,_T,225.57
Gáldar,01/09/2022,Total,_T,214.48
Gáldar,02/09/2022,Total,_T,211.09
Gáldar,03/09/2022,Total,_T,204.18
Gáldar,04/09/2022,Total,_T,185.12
Gáldar,05/09/2022,Total,_T,195.85
Gáldar,06/09/2022,Total,_T,197.87
Gáldar,07/09/2022,Total,_T,196.98
Gáldar,08/09/2022,Total,_T,179.47
Gáldar,09/09/2022,Total,_T,197.66
Gáldar,10/09/2022,Total,_T,195.33
Gáldar,11/09/2022,Total,_T,210.96
Gáldar,12/09/2022,Total,_T,214.72
Gáldar,13/09/2022,Total,_T,240.09
Gáldar,14/09/2022,Total,_T,238.81
Gáldar,15/09/2022,Total,_T,230.67
Gáldar,16/09/2022,Total,_T,228.68
Gáldar,17/09/2022,Total,_T,218.31
Gáldar,18/09/2022,Total,_T,215.65
Gáldar,19/09/2022,Total,_T,225.58
Gáldar,20/09/2022,Total,_T,230.12
Gáldar,21/09/2022,Total,_T,202.76
Gáldar,22/09/2022,Total,_T,196.2
Gáldar,23/09/2022,Total,_T,197.03
Gáldar,24/09/2022,Total,_T,203.76
Gáldar,25/09/2022,Total,_T,198.96
Gáldar,26/09/2022,Total,_T,185.7
Gáldar,01/05/2023,Total,_T,174.88
Gáldar,02/05/2023,Total,_T,200.3
Gáldar,03/05/2023,Total,_T,208.38
Gáldar,04/05/2023,Total,_T,201.95
Gáldar,05/05/2023,Total,_T,194.88
Gáldar,06/05/2023,Total,_T,182.89
Gáldar,07/05/2023,Total,_T,173.07
Gáldar,08/05/2023,Total,_T,194.83
Gáldar,09/05/2023,Total,_T,194.78
Gáldar,10/05/2023,Total,_T,192.72
Gáldar,11/05/2023,Total,_T,190.6
Gáldar,12/05/2023,Total,_T,189.3
Gáldar,13/05/2023,Total,_T,181.61
Gáldar,14/05/2023,Total,_T,171.53
Gáldar,15/05/2023,Total,_T,176.97
Gáldar,16/05/2023,Total,_T,187.84
Gáldar,17/05/2023,Total,_T,192.1
Gáldar,18/05/2023,Total,_T,196.51
Gáldar,19/05/2023,Total,_T,195.37
Gáldar,20/05/2023,Total,_T,190.17
Gáldar,21/05/2023,Total,_T,185.01
Gáldar,22/05/2023,Total,_T,199.64
Gáldar,23/05/2023,Total,_T,202.91
Gáldar,24/05/2023,Total,_T,202.0
Gáldar,25/05/2023,Total,_T,200.31
Gáldar,26/05/2023,Total,_T,202.0
Gáldar,27/05/2023,Total,_T,191.53
Gáldar,28/05/2023,Total,_T,182.6
Gáldar,29/05/2023,Total,_T,199.42
Gáldar,30/05/2023,Total,_T,184.29
Gáldar,31/05/2023,Total,_T,203.44
Gáldar,01/06/2023,Total,_T,206.84
Gáldar,02/06/2023,Total,_T,209.03
Gáldar,03/06/2023,Total,_T,194.73
Gáldar,04/06/2023,Total,_T,188.11
Gáldar,05/06/2023,Total,_T,210.24
Gáldar,06/06/2023,Total,_T,192.98
Gáldar,07/06/2023,Total,_T,199.04
Gáldar,08/06/2023,Total,_T,208.89
Gáldar,09/06/2023,Total,_T,212.12
Gáldar,10/06/2023,Total,_T,197.93
Gáldar,11/06/2023,Total,_T,190.94
Gáldar,12/06/2023,Total,_T,213.83
Gáldar,13/06/2023,Total,_T,210.43
Gáldar,14/06/2023,Total,_T,200.26
Gáldar,15/06/2023,Total,_T,203.21
Gáldar,16/06/2023,Total,_T,205.55
Gáldar,17/06/2023,Total,_T,194.1
Gáldar,18/06/2023,Total,_T,188.84
Gáldar,19/06/2023,Total,_T,210.87
Gáldar,20/06/2023,Total,_T,210.25
Gáldar,21/06/2023,Total,_T,213.35
Gáldar,22/06/2023,Total,_T,205.96
Gáldar,23/06/2023,Total,_T,205.04
Gáldar,24/06/2023,Total,_T,192.94
Gáldar,25/06/2023,Total,_T,186.2
Gáldar,26/06/2023,Total,_T,207.69
Gáldar,27/06/2023,Total,_T,213.7
Gáldar,28/06/2023,Total,_T,211.26
Gáldar,29/06/2023,Total,_T,199.5
Gáldar,30/06/2023,Total,_T,198.62
Gáldar,01/07/2023,Total,_T,186.06
Gáldar,02/07/2023,Total,_T,179.67
Gáldar,03/07/2023,Total,_T,191.28
Gáldar,04/07/2023,Total,_T,193.48
Gáldar,05/07/2023,Total,_T,199.32
Gáldar,06/07/2023,Total,_T,207.69
Gáldar,07/07/2023,Total,_T,200.26
Gáldar,08/07/2023,Total,_T,190.54
Gáldar,09/07/2023,Total,_T,178.58
Gáldar,10/07/2023,Total,_T,199.5
Gáldar,11/07/2023,Total,_T,200.09
Gáldar,12/07/2023,Total,_T,200.73
Gáldar,13/07/2023,Total,_T,204.3
Gáldar,14/07/2023,Total,_T,203.47
Gáldar,15/07/2023,Total,_T,192.89
Gáldar,16/07/2023,Total,_T,183.05
Gáldar,17/07/2023,Total,_T,200.34
Gáldar,18/07/2023,Total,_T,204.22
Gáldar,19/07/2023,Total,_T,202.33
Gáldar,20/07/2023,Total,_T,200.21
Gáldar,21/07/2023,Total,_T,200.81
Gáldar,22/07/2023,Total,_T,193.39
Gáldar,23/07/2023,Total,_T,182.58
Gáldar,24/07/2023,Total,_T,202.91
Gáldar,25/07/2023,Total,_T,186.35
Gáldar,26/07/2023,Total,_T,200.89
Gáldar,27/07/2023,Total,_T,186.98
Gáldar,28/07/2023,Total,_T,203.07
Gáldar,29/07/2023,Total,_T,189.85
Gáldar,30/07/2023,Total,_T,182.65
Gáldar,31/07/2023,Total,_T,206.93
Gáldar,01/08/2023,Total,_T,202.17
Gáldar,02/08/2023,Total,_T,202.7
Gáldar,03/08/2023,Total,_T,207.7
Gáldar,04/08/2023,Total,_T,207.3
Gáldar,05/08/2023,Total,_T,199.67
Gáldar,06/08/2023,Total,_T,191.87
Gáldar,07/08/2023,Total,_T,217.03
Gáldar,08/08/2023,Total,_T,216.13
Gáldar,09/08/2023,Total,_T,207.56
Gáldar,10/08/2023,Total,_T,205.64
Gáldar,11/08/2023,Total,_T,207.9
Gáldar,12/08/2023,Total,_T,199.12
Gáldar,13/08/2023,Total,_T,187.69
Gáldar,14/08/2023,Total,_T,205.39
Gáldar,15/08/2023,Total,_T,187.82
Gáldar,16/08/2023,Total,_T,198.91
Gáldar,17/08/2023,Total,_T,204.08
Gáldar,18/08/2023,Total,_T,204.15
Gáldar,19/08/2023,Total,_T,196.48
Gáldar,20/08/2023,Total,_T,191.55
Gáldar,21/08/2023,Total,_T,212.91
Gáldar,22/08/2023,Total,_T,212.14
Gáldar,23/08/2023,Total,_T,214.2
Gáldar,24/08/2023,Total,_T,217.88
Gáldar,25/08/2023,Total,_T,222.0
Gáldar,26/08/2023,Total,_T,211.98
Gáldar,27/08/2023,Total,_T,189.38
Gáldar,28/08/2023,Total,_T,206.53
Gáldar,29/08/2023,Total,_T,207.64
Gáldar,30/08/2023,Total,_T,205.74
Gáldar,31/08/2023,Total,_T,204.21
Gáldar,01/09/2023,Total,_T,202.68
Gáldar,02/09/2023,Total,_T,200.87
Gáldar,03/09/2023,Total,_T,197.62
Gáldar,04/09/2023,Total,_T,218.12
Gáldar,05/09/2023,Total,_T,216.53
Gáldar,06/09/2023,Total,_T,215.3
Gáldar,07/09/2023,Total,_T,214.64
Gáldar,08/09/2023,Total,_T,197.24
Gáldar,09/09/2023,Total,_T,206.93
Gáldar,10/09/2023,Total,_T,197.17
Gáldar,11/09/2023,Total,_T,216.95
Gáldar,12/09/2023,Total,_T,215.72
Gáldar,13/09/2023,Total,_T,213.78
Gáldar,14/09/2023,Total,_T,212.56
Gáldar,15/09/2023,Total,_T,209.94
Gáldar,16/09/2023,Total,_T,206.85
Gáldar,17/09/2023,Total,_T,189.47
Gáldar,18/09/2023,Total,_T,204.06
Gáldar,19/09/2023,Total,_T,202.81
Gáldar,20/09/2023,Total,_T,207.14
Gáldar,21/09/2023,Total,_T,206.7
Gáldar,22/09/2023,Total,_T,208.76
Gáldar,23/09/2023,Total,_T,202.75
Gáldar,24/09/2023,Total,_T,190.89
Gáldar,25/09/2023,Total,_T,213.35
Gáldar,26/09/2023,Total,_T,213.9
Gáldar,27/09/2023,Total,_T,205.26
Gáldar,28/09/2023,Total,_T,209.64
Gáldar,29/09/2023,Total,_T,218.63
Gáldar,30/09/2023,Total,_T,204.05
Gáldar,01/10/2023,Total,_T,181.7
Gáldar,02/10/2023,Total,_T,203.73
Gáldar,03/10/2023,Total,_T,207.09
Gáldar,04/10/2023,Total,_T,207.97
Gáldar,05/10/2023,Total,_T,214.3
Gáldar,06/10/2023,Total,_T,219.67
Gáldar,07/10/2023,Total,_T,206.92
Gáldar,08/10/2023,Total,_T,201.02
Gáldar,09/10/2023,Total,_T,227.23
Gáldar,10/10/2023,Total,_T,229.0
Gáldar,11/10/2023,Total,_T,225.87
Gáldar,12/10/2023,Total,_T,198.47
Gáldar,13/10/2023,Total,_T,220.97
Gáldar,14/10/2023,Total,_T,210.11
Gáldar,15/10/2023,Total,_T,195.83
Gáldar,16/10/2023,Total,_T,224.98
Gáldar,17/10/2023,Total,_T,223.35
Gáldar,18/10/2023,Total,_T,222.4
Gáldar,19/10/2023,Total,_T,214.14
Gáldar,20/10/2023,Total,_T,206.25
Gáldar,21/10/2023,Total,_T,194.67
Gáldar,22/10/2023,Total,_T,164.78
Gáldar,23/10/2023,Total,_T,194.9
Gáldar,24/10/2023,Total,_T,194.69
Gáldar,25/10/2023,Total,_T,190.78
Gáldar,26/10/2023,Total,_T,195.69
Gáldar,28/11/2023,Total,_T,215.97
Gáldar,29/11/2023,Total,_T,213.36
Gáldar,30/11/2023,Total,_T,205.72
Gáldar,01/12/2023,Total,_T,207.21
Gáldar,02/12/2023,Total,_T,199.22
Gáldar,03/12/2023,Total,_T,194.32
Gáldar,04/12/2023,Total,_T,215.58
Gáldar,05/12/2023,Total,_T,215.34
Gáldar,06/12/2023,Total,_T,197.84
Gáldar,07/12/2023,Total,_T,204.53
Gáldar,08/12/2023,Total,_T,186.75
Gáldar,09/12/2023,Total,_T,187.71
Gáldar,10/12/2023,Total,_T,194.81
Gáldar,11/12/2023,Total,_T,214.85
Gáldar,12/12/2023,Total,_T,212.83
Gáldar,13/12/2023,Total,_T,207.31
Gáldar,14/12/2023,Total,_T,204.66
Gáldar,15/12/2023,Total,_T,205.74
Gáldar,16/12/2023,Total,_T,199.56
Gáldar,17/12/2023,Total,_T,188.61
Gáldar,18/12/2023,Total,_T,209.24
Gáldar,19/12/2023,Total,_T,208.96
Gáldar,20/12/2023,Total,_T,206.71
Gáldar,21/12/2023,Total,_T,206.8
Gáldar,22/12/2023,Total,_T,209.84
Gáldar,23/12/2023,Total,_T,205.26
Gáldar,24/12/2023,Total,_T,203.7
Gáldar,25/12/2023,Total,_T,185.01
Gáldar,26/12/2023,Total,_T,208.52
Gáldar,27/12/2023,Total,_T,213.01
Gáldar,28/12/2023,Total,_T,213.21
Gáldar,29/12/2023,Total,_T,210.58
Gáldar,30/12/2023,Total,_T,203.96
Gáldar,31/12/2023,Total,_T,203.15
Gáldar,01/01/2024,Total,_T,185.96
Gáldar,02/01/2024,Total,_T,204.68
Gáldar,03/01/2024,Total,_T,216.51
Gáldar,04/01/2024,Total,_T,214.08
Gáldar,05/01/2024,Total,_T,211.14
Gáldar,06/01/2024,Total,_T,186.64
Gáldar,07/01/2024,Total,_T,191.57
Gáldar,08/01/2024,Total,_T,214.26
Gáldar,09/01/2024,Total,_T,210.88
Gáldar,10/01/2024,Total,_T,213.44
Gáldar,11/01/2024,Total,_T,213.79
Gáldar,12/01/2024,Total,_T,209.02
Gáldar,13/01/2024,Total,_T,204.12
Gáldar,14/01/2024,Total,_T,195.53
Gáldar,15/01/2024,Total,_T,209.18
Gáldar,16/01/2024,Total,_T,203.52
Gáldar,17/01/2024,Total,_T,214.91
Gáldar,18/01/2024,Total,_T,208.74
Gáldar,19/01/2024,Total,_T,209.68
Gáldar,20/01/2024,Total,_T,192.3
Gáldar,21/01/2024,Total,_T,182.11
Gáldar,22/01/2024,Total,_T,201.63
Gáldar,23/01/2024,Total,_T,203.01
Gáldar,24/01/2024,Total,_T,200.96
Gáldar,25/01/2024,Total,_T,208.79
Gáldar,26/01/2024,Total,_T,202.0
Gáldar,27/01/2024,Total,_T,200.33
Gáldar,28/01/2024,Total,_T,191.51
Gáldar,29/01/2024,Total,_T,211.77
Gáldar,30/01/2024,Total,_T,211.25
Gáldar,31/01/2024,Total,_T,210.25
Gáldar,01/02/2024,Total,_T,208.51
Gáldar,02/02/2024,Total,_T,207.41
Gáldar,03/02/2024,Total,_T,196.69
Gáldar,04/02/2024,Total,_T,187.52
Gáldar,05/02/2024,Total,_T,209.03
Gáldar,06/02/2024,Total,_T,206.58
Gáldar,07/02/2024,Total,_T,212.11
Gáldar,08/02/2024,Total,_T,206.24
Gáldar,09/02/2024,Total,_T,202.45
Gáldar,10/02/2024,Total,_T,202.18
Gáldar,11/02/2024,Total,_T,187.43
Gáldar,12/02/2024,Total,_T,194.39
Gáldar,13/02/2024,Total,_T,201.87
Gáldar,14/02/2024,Total,_T,201.21
Gáldar,15/02/2024,Total,_T,209.19
Gáldar,16/02/2024,Total,_T,192.11
Gáldar,17/02/2024,Total,_T,185.84
Gáldar,18/02/2024,Total,_T,180.36
Gáldar,19/02/2024,Total,_T,202.12
Gáldar,20/02/2024,Total,_T,197.25
Gáldar,21/02/2024,Total,_T,185.76
Gáldar,22/02/2024,Total,_T,202.85
Gáldar,23/02/2024,Total,_T,203.43
Gáldar,24/02/2024,Total,_T,187.04
Gáldar,25/02/2024,Total,_T,179.2
Gáldar,26/02/2024,Total,_T,193.8
Gáldar,27/02/2024,Total,_T,194.07
Gáldar,28/02/2024,Total,_T,193.39
Gáldar,29/02/2024,Total,_T,193.31
Gáldar,01/03/2024,Total,_T,196.01
Gáldar,02/03/2024,Total,_T,186.28
Gáldar,03/03/2024,Total,_T,177.87
Gáldar,04/03/2024,Total,_T,196.38
Gáldar,05/03/2024,Total,_T,194.93
Gáldar,06/03/2024,Total,_T,196.74
Gáldar,07/03/2024,Total,_T,208.38
Gáldar,08/03/2024,Total,_T,205.55
Gáldar,09/03/2024,Total,_T,196.59
Gáldar,10/03/2024,Total,_T,188.59
Gáldar,11/03/2024,Total,_T,202.63
Gáldar,12/03/2024,Total,_T,202.58
Gáldar,13/03/2024,Total,_T,198.27
Gáldar,14/03/2024,Total,_T,203.54
Gáldar,15/03/2024,Total,_T,199.19
Gáldar,16/03/2024,Total,_T,191.34
Gáldar,17/03/2024,Total,_T,179.21
Gáldar,18/03/2024,Total,_T,202.56
Gáldar,19/03/2024,Total,_T,199.63
Gáldar,20/03/2024,Total,_T,185.22
Gáldar,21/03/2024,Total,_T,201.25
Gáldar,22/03/2024,Total,_T,200.04
Gáldar,23/03/2024,Total,_T,175.98
Gáldar,24/03/2024,Total,_T,175.86
Gáldar,25/03/2024,Total,_T,200.41
Gáldar,26/03/2024,Total,_T,203.8
Gáldar,27/03/2024,Total,_T,205.97
Gáldar,28/03/2024,Total,_T,181.03
Gáldar,29/03/2024,Total,_T,170.6
Gáldar,30/03/2024,Total,_T,181.26
Gáldar,31/03/2024,Total,_T,164.15
Gáldar,01/04/2024,Total,_T,211.46
Gáldar,02/04/2024,Total,_T,207.13
Gáldar,03/04/2024,Total,_T,201.26
Gáldar,04/04/2024,Total,_T,195.71
Gáldar,05/04/2024,Total,_T,202.95
Gáldar,06/04/2024,Total,_T,197.63
Gáldar,07/04/2024,Total,_T,183.08
Gáldar,08/04/2024,Total,_T,199.95
Gáldar,09/04/2024,Total,_T,194.14
Gáldar,10/04/2024,Total,_T,191.46
Gáldar,11/04/2024,Total,_T,185.9
Gáldar,12/04/2024,Total,_T,195.71
Gáldar,13/04/2024,Total,_T,194.14
Gáldar,14/04/2024,Total,_T,187.06
Gáldar,15/04/2024,Total,_T,211.79
Gáldar,16/04/2024,Total,_T,188.74
Gáldar,17/04/2024,Total,_T,210.36
Gáldar,18/04/2024,Total,_T,211.48
Gáldar,19/04/2024,Total,_T,209.47
Gáldar,20/04/2024,Total,_T,196.18
Gáldar,21/04/2024,Total,_T,182.36
Gáldar,22/04/2024,Total,_T,200.82
Gáldar,23/04/2024,Total,_T,201.58
Gáldar,24/04/2024,Total,_T,195.47
Gáldar,25/04/2024,Total,_T,196.27
Gáldar,26/04/2024,Total,_T,196.99
Gáldar,27/04/2024,Total,_T,194.28
Gáldar,28/04/2024,Total,_T,181.38
Gáldar,29/04/2024,Total,_T,193.15
Gáldar,30/04/2024,Total,_T,189.26
Gáldar,01/05/2024,Total,_T,179.56
Gáldar,02/05/2024,Total,_T,189.74
Gáldar,03/05/2024,Total,_T,193.56
Gáldar,04/05/2024,Total,_T,185.12
Gáldar,05/05/2024,Total,_T,175.98
Gáldar,06/05/2024,Total,_T,194.36
Gáldar,07/05/2024,Total,_T,195.48
Gáldar,08/05/2024,Total,_T,203.2
Gáldar,09/05/2024,Total,_T,201.43
Gáldar,10/05/2024,Total,_T,195.58
Gáldar,11/05/2024,Total,_T,186.55
Gáldar,12/05/2024,Total,_T,176.87
Gáldar,13/05/2024,Total,_T,200.49
Gáldar,14/05/2024,Total,_T,204.29
Gáldar,15/05/2024,Total,_T,185.04
Gáldar,16/05/2024,Total,_T,203.65
Gáldar,17/05/2024,Total,_T,210.25
Gáldar,18/05/2024,Total,_T,197.83
Gáldar,19/05/2024,Total,_T,187.52
Gáldar,20/05/2024,Total,_T,201.17
Gáldar,21/05/2024,Total,_T,196.81
Gáldar,22/05/2024,Total,_T,200.35
Gáldar,23/05/2024,Total,_T,190.2
Gáldar,24/05/2024,Total,_T,203.85
Gáldar,25/05/2024,Total,_T,188.14
Gáldar,26/05/2024,Total,_T,175.73
Gáldar,27/05/2024,Total,_T,168.58
Gáldar,28/05/2024,Total,_T,181.05
Gáldar,29/05/2024,Total,_T,205.04
Gáldar,30/05/2024,Total,_T,188.15
Gáldar,31/05/2024,Total,_T,203.11
Gáldar,01/06/2024,Total,_T,198.85
Gáldar,02/06/2024,Total,_T,187.35
Gáldar,03/06/2024,Total,_T,204.82
Gáldar,04/06/2024,Total,_T,194.61
Gáldar,27/10/2023,Total,_T,198.94
Gáldar,28/10/2023,Total,_T,187.68
Gáldar,29/10/2023,Total,_T,181.28
Gáldar,30/10/2023,Total,_T,198.93
Gáldar,31/10/2023,Total,_T,193.0
Gáldar,01/11/2023,Total,_T,181.61
Gáldar,02/11/2023,Total,_T,195.9
Gáldar,03/11/2023,Total,_T,197.29
Gáldar,04/11/2023,Total,_T,186.59
Gáldar,05/11/2023,Total,_T,179.77
Gáldar,06/11/2023,Total,_T,185.05
Gáldar,07/11/2023,Total,_T,174.25
Gáldar,08/11/2023,Total,_T,177.53
Gáldar,09/11/2023,Total,_T,184.66
Gáldar,10/11/2023,Total,_T,186.76
Gáldar,11/11/2023,Total,_T,179.19
Gáldar,12/11/2023,Total,_T,172.27
Gáldar,13/11/2023,Total,_T,194.81
Gáldar,14/11/2023,Total,_T,202.39
Gáldar,15/11/2023,Total,_T,198.79
Gáldar,16/11/2023,Total,_T,208.67
Gáldar,17/11/2023,Total,_T,205.52
Gáldar,18/11/2023,Total,_T,196.36
Gáldar,19/11/2023,Total,_T,194.48
Gáldar,20/11/2023,Total,_T,214.22
Gáldar,21/11/2023,Total,_T,196.22
Gáldar,22/11/2023,Total,_T,210.94
Gáldar,23/11/2023,Total,_T,208.13
Gáldar,24/11/2023,Total,_T,211.75
Gáldar,25/11/2023,Total,_T,200.41
Gáldar,26/11/2023,Total,_T,192.84
Gáldar,27/11/2023,Total,_T,215.16
Ingenio,21/04/2020,Total,_T,178.18
Ingenio,22/04/2020,Total,_T,179.06
Ingenio,23/04/2020,Total,_T,182.16
Ingenio,24/04/2020,Total,_T,180.95
Ingenio,25/04/2020,Total,_T,174.46
Ingenio,26/04/2020,Total,_T,165.11
Ingenio,27/04/2020,Total,_T,178.54
Ingenio,28/04/2020,Total,_T,179.38
Ingenio,29/04/2020,Total,_T,179.06
Ingenio,30/04/2020,Total,_T,171.84
Ingenio,01/05/2020,Total,_T,159.4
Ingenio,02/05/2020,Total,_T,173.11
Ingenio,03/05/2020,Total,_T,162.28
Ingenio,04/05/2020,Total,_T,183.8
Ingenio,05/05/2020,Total,_T,183.59
Ingenio,06/05/2020,Total,_T,185.05
Ingenio,07/05/2020,Total,_T,181.85
Ingenio,08/05/2020,Total,_T,183.03
Ingenio,09/05/2020,Total,_T,177.14
Ingenio,10/05/2020,Total,_T,164.72
Ingenio,11/05/2020,Total,_T,186.33
Ingenio,12/05/2020,Total,_T,185.63
Ingenio,13/05/2020,Total,_T,184.44
Ingenio,14/05/2020,Total,_T,181.58
Ingenio,15/05/2020,Total,_T,180.68
Ingenio,16/05/2020,Total,_T,171.71
Ingenio,17/05/2020,Total,_T,159.01
Ingenio,18/05/2020,Total,_T,180.73
Ingenio,19/05/2020,Total,_T,184.77
Ingenio,20/05/2020,Total,_T,182.17
Ingenio,21/05/2020,Total,_T,185.83
Ingenio,22/05/2020,Total,_T,185.29
Ingenio,23/05/2020,Total,_T,180.59
Ingenio,24/05/2020,Total,_T,173.42
Ingenio,25/05/2020,Total,_T,199.38
Ingenio,26/05/2020,Total,_T,203.6
Ingenio,27/05/2020,Total,_T,201.16
Ingenio,28/05/2020,Total,_T,194.28
Ingenio,29/05/2020,Total,_T,190.05
Ingenio,30/05/2020,Total,_T,174.11
Ingenio,31/05/2020,Total,_T,167.26
Ingenio,01/06/2020,Total,_T,191.42
Ingenio,02/06/2020,Total,_T,192.41
Ingenio,03/06/2020,Total,_T,192.97
Ingenio,04/06/2020,Total,_T,192.59
Ingenio,05/06/2020,Total,_T,190.27
Ingenio,06/06/2020,Total,_T,178.78
Ingenio,07/06/2020,Total,_T,165.32
Ingenio,08/06/2020,Total,_T,191.83
Ingenio,09/06/2020,Total,_T,190.26
Ingenio,10/06/2020,Total,_T,189.57
Ingenio,11/06/2020,Total,_T,190.74
Ingenio,12/06/2020,Total,_T,186.57
Ingenio,13/06/2020,Total,_T,176.11
Ingenio,14/06/2020,Total,_T,164.04
Ingenio,15/06/2020,Total,_T,193.26
Ingenio,16/06/2020,Total,_T,193.76
Ingenio,17/06/2020,Total,_T,200.04
Ingenio,18/06/2020,Total,_T,194.0
Ingenio,19/06/2020,Total,_T,190.91
Ingenio,20/06/2020,Total,_T,178.5
Ingenio,21/06/2020,Total,_T,167.33
Ingenio,22/06/2020,Total,_T,194.19
Ingenio,23/06/2020,Total,_T,193.02
Ingenio,24/06/2020,Total,_T,188.3
Ingenio,25/06/2020,Total,_T,193.37
Ingenio,26/06/2020,Total,_T,191.38
Ingenio,27/06/2020,Total,_T,177.38
Ingenio,28/06/2020,Total,_T,163.69
Ingenio,29/06/2020,Total,_T,185.37
Ingenio,30/06/2020,Total,_T,191.25
Ingenio,01/07/2020,Total,_T,193.05
Ingenio,02/07/2020,Total,_T,192.4
Ingenio,03/07/2020,Total,_T,191.35
Ingenio,04/07/2020,Total,_T,175.62
Ingenio,05/07/2020,Total,_T,167.08
Ingenio,06/07/2020,Total,_T,204.93
Ingenio,07/07/2020,Total,_T,214.47
Ingenio,08/07/2020,Total,_T,220.92
Ingenio,09/07/2020,Total,_T,210.15
Ingenio,10/07/2020,Total,_T,196.86
Ingenio,11/07/2020,Total,_T,182.82
Ingenio,12/07/2020,Total,_T,173.57
Ingenio,13/07/2020,Total,_T,199.21
Ingenio,14/07/2020,Total,_T,201.46
Ingenio,15/07/2020,Total,_T,206.15
Ingenio,16/07/2020,Total,_T,203.07
Ingenio,17/07/2020,Total,_T,208.64
Ingenio,18/07/2020,Total,_T,203.99
Ingenio,19/07/2020,Total,_T,209.56
Ingenio,20/07/2020,Total,_T,221.08
Ingenio,21/07/2020,Total,_T,202.23
Ingenio,22/07/2020,Total,_T,199.32
Ingenio,23/07/2020,Total,_T,200.26
Ingenio,24/07/2020,Total,_T,202.81
Ingenio,25/07/2020,Total,_T,189.99
Ingenio,26/07/2020,Total,_T,174.83
