TERRITORIO#es,TIME_PERIOD#es,FLUJO_ENERGIA#es,FLUJO_ENERGIA_CODE,OBS_VALUE
Santa Lucía de Tirajana,18/03/2021,Total,_T,519.28
Santa Lucía de Tirajana,19/03/2021,Total,_T,526.47
Santa Lucía de Tirajana,20/03/2021,Total,_T,534.87
Santa Lucía de Tirajana,21/03/2021,Total,_T,510.61
Santa Lucía de Tirajana,22/03/2021,Total,_T,547.69
Santa Lucía de Tirajana,23/03/2021,Total,_T,544.96
Santa Lucía de Tirajana,24/03/2021,Total,_T,546.68
Santa Lucía de Tirajana,25/03/2021,Total,_T,544.76
Santa Lucía de Tirajana,26/03/2021,Total,_T,544.53
Santa Lucía de Tirajana,27/03/2021,Total,_T,530.54
Santa Lucía de Tirajana,28/03/2021,Total,_T,477.41
Santa Lucía de Tirajana,29/03/2021,Total,_T,544.18
Santa Lucía de Tirajana,30/03/2021,Total,_T,540.35
Santa Lucía de Tirajana,31/03/2021,Total,_T,519.93
Santa Lucía de Tirajana,01/04/2021,Total,_T,527.69
Santa Lucía de Tirajana,02/04/2021,Total,_T,502.14
Santa Lucía de Tirajana,03/04/2021,Total,_T,529.03
Santa Lucía de Tirajana,04/04/2021,Total,_T,509.41
Santa Lucía de Tirajana,05/04/2021,Total,_T,520.97
Santa Lucía de Tirajana,06/04/2021,Total,_T,512.55
Santa Lucía de Tirajana,07/04/2021,Total,_T,518.18
Santa Lucía de Tirajana,08/04/2021,Total,_T,527.97
Santa Lucía de Tirajana,09/04/2021,Total,_T,550.7
Santa Lucía de Tirajana,10/04/2021,Total,_T,536.95
Santa Lucía de Tirajana,11/04/2021,Total,_T,509.82
Santa Lucía de Tirajana,12/04/2021,Total,_T,547.14
Santa Lucía de Tirajana,13/04/2021,Total,_T,550.73
Santa Lucía de Tirajana,14/04/2021,Total,_T,550.61
Santa Lucía de Tirajana,15/04/2021,Total,_T,552.01
Santa Lucía de Tirajana,16/04/2021,Total,_T,546.16
Santa Lucía de Tirajana,17/04/2021,Total,_T,519.36
Santa Lucía de Tirajana,18/04/2021,Total,_T,499.62
Santa Lucía de Tirajana,19/04/2021,Total,_T,536.43
Santa Lucía de Tirajana,20/04/2021,Total,_T,545.47
Santa Lucía de Tirajana,21/04/2021,Total,_T,546.67
Santa Lucía de Tirajana,22/04/2021,Total,_T,546.08
Santa Lucía de Tirajana,23/04/2021,Total,_T,548.81
Santa Lucía de Tirajana,24/04/2021,Total,_T,530.17
Santa Lucía de Tirajana,25/04/2021,Total,_T,501.47
Santa Lucía de Tirajana,26/04/2021,Total,_T,544.5
Santa Lucía de Tirajana,27/04/2021,Total,_T,554.23
Santa Lucía de Tirajana,28/04/2021,Total,_T,550.36
Santa Lucía de Tirajana,29/04/2021,Total,_T,549.63
Santa Lucía de Tirajana,30/04/2021,Total,_T,531.68
Santa Lucía de Tirajana,01/05/2021,Total,_T,504.25
Santa Lucía de Tirajana,02/05/2021,Total,_T,505.76
Santa Lucía de Tirajana,03/05/2021,Total,_T,540.81
Santa Lucía de Tirajana,04/05/2021,Total,_T,530.2
Santa Lucía de Tirajana,05/05/2021,Total,_T,539.14
Santa Lucía de Tirajana,06/05/2021,Total,_T,535.77
Santa Lucía de Tirajana,07/05/2021,Total,_T,535.94
Santa Lucía de Tirajana,08/05/2021,Total,_T,525.14
Santa Lucía de Tirajana,09/05/2021,Total,_T,494.09
Santa Lucía de Tirajana,10/05/2021,Total,_T,533.12
Santa Lucía de Tirajana,11/05/2021,Total,_T,538.19
Santa Lucía de Tirajana,12/05/2021,Total,_T,515.19
Santa Lucía de Tirajana,13/05/2021,Total,_T,528.27
Santa Lucía de Tirajana,14/05/2021,Total,_T,538.93
Santa Lucía de Tirajana,15/05/2021,Total,_T,529.06
Santa Lucía de Tirajana,16/05/2021,Total,_T,501.14
Santa Lucía de Tirajana,17/05/2021,Total,_T,547.02
Santa Lucía de Tirajana,18/05/2021,Total,_T,542.44
Santa Lucía de Tirajana,19/05/2021,Total,_T,550.58
Santa Lucía de Tirajana,20/05/2021,Total,_T,552.24
Santa Lucía de Tirajana,21/05/2021,Total,_T,575.23
Santa Lucía de Tirajana,22/05/2021,Total,_T,556.72
Santa Lucía de Tirajana,23/05/2021,Total,_T,510.27
Santa Lucía de Tirajana,24/05/2021,Total,_T,526.94
Santa Lucía de Tirajana,25/05/2021,Total,_T,529.56
Santa Lucía de Tirajana,26/05/2021,Total,_T,543.56
Santa Lucía de Tirajana,27/05/2021,Total,_T,544.27
Santa Lucía de Tirajana,28/05/2021,Total,_T,542.66
Santa Lucía de Tirajana,29/05/2021,Total,_T,524.96
Santa Lucía de Tirajana,30/05/2021,Total,_T,498.1
Santa Lucía de Tirajana,31/05/2021,Total,_T,535.43
Santa Lucía de Tirajana,01/06/2021,Total,_T,531.36
Santa Lucía de Tirajana,02/06/2021,Total,_T,538.79
Santa Lucía de Tirajana,03/06/2021,Total,_T,538.27
Santa Lucía de Tirajana,04/06/2021,Total,_T,528.31
Santa Lucía de Tirajana,05/06/2021,Total,_T,520.39
Santa Lucía de Tirajana,06/06/2021,Total,_T,490.77
Santa Lucía de Tirajana,07/06/2021,Total,_T,537.37
Santa Lucía de Tirajana,08/06/2021,Total,_T,543.13
Santa Lucía de Tirajana,09/06/2021,Total,_T,514.71
Santa Lucía de Tirajana,10/06/2021,Total,_T,571.18
Santa Lucía de Tirajana,11/06/2021,Total,_T,566.66
Santa Lucía de Tirajana,12/06/2021,Total,_T,557.17
Santa Lucía de Tirajana,13/06/2021,Total,_T,510.78
Santa Lucía de Tirajana,14/06/2021,Total,_T,545.1
Santa Lucía de Tirajana,15/06/2021,Total,_T,552.19
Santa Lucía de Tirajana,16/06/2021,Total,_T,557.6
Santa Lucía de Tirajana,17/06/2021,Total,_T,556.99
Santa Lucía de Tirajana,18/06/2021,Total,_T,548.33
Santa Lucía de Tirajana,19/06/2021,Total,_T,535.45
Santa Lucía de Tirajana,20/06/2021,Total,_T,504.59
Santa Lucía de Tirajana,21/06/2021,Total,_T,539.81
Santa Lucía de Tirajana,22/06/2021,Total,_T,544.37
Santa Lucía de Tirajana,23/06/2021,Total,_T,537.85
Santa Lucía de Tirajana,24/06/2021,Total,_T,540.16
Santa Lucía de Tirajana,25/06/2021,Total,_T,530.3
Santa Lucía de Tirajana,26/06/2021,Total,_T,528.27
Santa Lucía de Tirajana,27/06/2021,Total,_T,497.28
Santa Lucía de Tirajana,28/06/2021,Total,_T,536.29
Santa Lucía de Tirajana,29/06/2021,Total,_T,538.81
Santa Lucía de Tirajana,30/06/2021,Total,_T,530.9
Santa Lucía de Tirajana,01/07/2021,Total,_T,536.59
Santa Lucía de Tirajana,02/07/2021,Total,_T,534.43
Santa Lucía de Tirajana,03/07/2021,Total,_T,541.31
Santa Lucía de Tirajana,04/07/2021,Total,_T,513.94
Santa Lucía de Tirajana,05/07/2021,Total,_T,546.39
Santa Lucía de Tirajana,06/07/2021,Total,_T,548.13
Santa Lucía de Tirajana,07/07/2021,Total,_T,544.19
Santa Lucía de Tirajana,08/07/2021,Total,_T,539.68
Santa Lucía de Tirajana,09/07/2021,Total,_T,533.35
Santa Lucía de Tirajana,10/07/2021,Total,_T,541.51
Santa Lucía de Tirajana,11/07/2021,Total,_T,515.95
Santa Lucía de Tirajana,12/07/2021,Total,_T,597.6
Santa Lucía de Tirajana,13/07/2021,Total,_T,581.75
Santa Lucía de Tirajana,14/07/2021,Total,_T,581.45
Santa Lucía de Tirajana,15/07/2021,Total,_T,565.27
Santa Lucía de Tirajana,16/07/2021,Total,_T,563.48
Santa Lucía de Tirajana,17/07/2021,Total,_T,578.11
Santa Lucía de Tirajana,18/07/2021,Total,_T,573.69
Santa Lucía de Tirajana,19/07/2021,Total,_T,631.39
Santa Lucía de Tirajana,20/07/2021,Total,_T,568.72
Santa Lucía de Tirajana,21/07/2021,Total,_T,560.03
Santa Lucía de Tirajana,22/07/2021,Total,_T,569.24
Santa Lucía de Tirajana,23/07/2021,Total,_T,575.13
Santa Lucía de Tirajana,24/07/2021,Total,_T,578.37
Santa Lucía de Tirajana,25/07/2021,Total,_T,533.6
Santa Lucía de Tirajana,26/07/2021,Total,_T,563.7
Santa Lucía de Tirajana,27/07/2021,Total,_T,556.48
Santa Lucía de Tirajana,28/07/2021,Total,_T,556.03
Santa Lucía de Tirajana,29/07/2021,Total,_T,559.66
Santa Lucía de Tirajana,30/07/2021,Total,_T,554.3
Santa Lucía de Tirajana,31/07/2021,Total,_T,550.53
Santa Lucía de Tirajana,01/08/2021,Total,_T,527.72
Santa Lucía de Tirajana,02/08/2021,Total,_T,546.41
Santa Lucía de Tirajana,03/08/2021,Total,_T,547.17
Santa Lucía de Tirajana,04/08/2021,Total,_T,545.87
Santa Lucía de Tirajana,05/08/2021,Total,_T,555.87
Santa Lucía de Tirajana,06/08/2021,Total,_T,554.52
Santa Lucía de Tirajana,07/08/2021,Total,_T,561.39
Santa Lucía de Tirajana,08/08/2021,Total,_T,521.26
Santa Lucía de Tirajana,09/08/2021,Total,_T,541.61
Santa Lucía de Tirajana,10/08/2021,Total,_T,544.51
Santa Lucía de Tirajana,11/08/2021,Total,_T,547.37
Santa Lucía de Tirajana,12/08/2021,Total,_T,546.34
Santa Lucía de Tirajana,13/08/2021,Total,_T,546.56
Santa Lucía de Tirajana,14/08/2021,Total,_T,567.44
Santa Lucía de Tirajana,15/08/2021,Total,_T,546.66
Santa Lucía de Tirajana,16/08/2021,Total,_T,601.49
Santa Lucía de Tirajana,17/08/2021,Total,_T,677.26
Santa Lucía de Tirajana,18/08/2021,Total,_T,679.37
Santa Lucía de Tirajana,19/08/2021,Total,_T,637.62
Santa Lucía de Tirajana,20/08/2021,Total,_T,602.49
Santa Lucía de Tirajana,21/08/2021,Total,_T,583.44
Santa Lucía de Tirajana,22/08/2021,Total,_T,531.27
Santa Lucía de Tirajana,23/08/2021,Total,_T,558.06
Santa Lucía de Tirajana,24/08/2021,Total,_T,553.64
Santa Lucía de Tirajana,25/08/2021,Total,_T,550.86
Santa Lucía de Tirajana,26/08/2021,Total,_T,551.49
Santa Lucía de Tirajana,01/01/2020,Total,_T,491.21
Santa Lucía de Tirajana,02/01/2020,Total,_T,485.09
Santa Lucía de Tirajana,03/01/2020,Total,_T,506.92
Santa Lucía de Tirajana,04/01/2020,Total,_T,558.76
Santa Lucía de Tirajana,05/01/2020,Total,_T,540.47
Santa Lucía de Tirajana,06/01/2020,Total,_T,488.03
Santa Lucía de Tirajana,07/01/2020,Total,_T,538.97
Santa Lucía de Tirajana,08/01/2020,Total,_T,537.81
Santa Lucía de Tirajana,09/01/2020,Total,_T,539.33
Santa Lucía de Tirajana,10/01/2020,Total,_T,537.16
Santa Lucía de Tirajana,11/01/2020,Total,_T,557.08
Santa Lucía de Tirajana,12/01/2020,Total,_T,526.74
Santa Lucía de Tirajana,13/01/2020,Total,_T,529.53
Santa Lucía de Tirajana,14/01/2020,Total,_T,536.81
Santa Lucía de Tirajana,15/01/2020,Total,_T,530.87
Santa Lucía de Tirajana,16/01/2020,Total,_T,534.9
Santa Lucía de Tirajana,17/01/2020,Total,_T,542.33
Santa Lucía de Tirajana,18/01/2020,Total,_T,552.89
Santa Lucía de Tirajana,19/01/2020,Total,_T,517.32
Santa Lucía de Tirajana,20/01/2020,Total,_T,532.37
Santa Lucía de Tirajana,21/01/2020,Total,_T,537.84
Santa Lucía de Tirajana,22/01/2020,Total,_T,538.13
Santa Lucía de Tirajana,23/01/2020,Total,_T,566.78
Santa Lucía de Tirajana,24/01/2020,Total,_T,549.71
Santa Lucía de Tirajana,25/01/2020,Total,_T,563.31
Santa Lucía de Tirajana,26/01/2020,Total,_T,532.94
Santa Lucía de Tirajana,27/01/2020,Total,_T,538.17
Santa Lucía de Tirajana,28/01/2020,Total,_T,526.72
Santa Lucía de Tirajana,29/01/2020,Total,_T,534.69
Santa Lucía de Tirajana,30/01/2020,Total,_T,558.59
Santa Lucía de Tirajana,31/01/2020,Total,_T,546.52
Santa Lucía de Tirajana,01/02/2020,Total,_T,544.89
Santa Lucía de Tirajana,02/02/2020,Total,_T,514.7
Santa Lucía de Tirajana,03/02/2020,Total,_T,535.41
Santa Lucía de Tirajana,04/02/2020,Total,_T,550.48
Santa Lucía de Tirajana,05/02/2020,Total,_T,559.47
Santa Lucía de Tirajana,06/02/2020,Total,_T,546.57
Santa Lucía de Tirajana,07/02/2020,Total,_T,556.34
Santa Lucía de Tirajana,08/02/2020,Total,_T,534.38
Santa Lucía de Tirajana,09/02/2020,Total,_T,523.22
Santa Lucía de Tirajana,10/02/2020,Total,_T,555.89
Santa Lucía de Tirajana,11/02/2020,Total,_T,557.76
Santa Lucía de Tirajana,12/02/2020,Total,_T,561.53
Santa Lucía de Tirajana,13/02/2020,Total,_T,559.49
Santa Lucía de Tirajana,14/02/2020,Total,_T,561.2
Santa Lucía de Tirajana,15/02/2020,Total,_T,547.78
Santa Lucía de Tirajana,16/02/2020,Total,_T,514.05
Santa Lucía de Tirajana,17/02/2020,Total,_T,550.69
Santa Lucía de Tirajana,18/02/2020,Total,_T,555.86
Santa Lucía de Tirajana,19/02/2020,Total,_T,555.59
Santa Lucía de Tirajana,20/02/2020,Total,_T,554.57
Santa Lucía de Tirajana,21/02/2020,Total,_T,553.35
Santa Lucía de Tirajana,22/02/2020,Total,_T,552.81
Santa Lucía de Tirajana,23/02/2020,Total,_T,528.7
Santa Lucía de Tirajana,24/02/2020,Total,_T,563.51
Santa Lucía de Tirajana,25/02/2020,Total,_T,539.78
Santa Lucía de Tirajana,26/02/2020,Total,_T,560.13
Santa Lucía de Tirajana,27/02/2020,Total,_T,560.15
Santa Lucía de Tirajana,28/02/2020,Total,_T,552.96
Santa Lucía de Tirajana,29/02/2020,Total,_T,536.92
Santa Lucía de Tirajana,01/03/2020,Total,_T,508.43
Santa Lucía de Tirajana,02/03/2020,Total,_T,543.19
Santa Lucía de Tirajana,03/03/2020,Total,_T,545.66
Santa Lucía de Tirajana,04/03/2020,Total,_T,549.39
Santa Lucía de Tirajana,05/03/2020,Total,_T,547.89
Santa Lucía de Tirajana,06/03/2020,Total,_T,545.66
Santa Lucía de Tirajana,07/03/2020,Total,_T,538.57
Santa Lucía de Tirajana,08/03/2020,Total,_T,510.59
Santa Lucía de Tirajana,09/03/2020,Total,_T,542.15
Santa Lucía de Tirajana,10/03/2020,Total,_T,551.24
Santa Lucía de Tirajana,11/03/2020,Total,_T,553.28
Santa Lucía de Tirajana,12/03/2020,Total,_T,554.73
Santa Lucía de Tirajana,13/03/2020,Total,_T,557.41
Santa Lucía de Tirajana,14/03/2020,Total,_T,536.46
Santa Lucía de Tirajana,15/03/2020,Total,_T,514.24
Santa Lucía de Tirajana,16/03/2020,Total,_T,531.77
Santa Lucía de Tirajana,17/03/2020,Total,_T,529.14
Santa Lucía de Tirajana,18/03/2020,Total,_T,524.72
Santa Lucía de Tirajana,19/03/2020,Total,_T,528.18
Santa Lucía de Tirajana,20/03/2020,Total,_T,521.31
Santa Lucía de Tirajana,21/03/2020,Total,_T,526.13
Santa Lucía de Tirajana,22/03/2020,Total,_T,511.81
Santa Lucía de Tirajana,23/03/2020,Total,_T,522.29
Santa Lucía de Tirajana,24/03/2020,Total,_T,527.15
Santa Lucía de Tirajana,25/03/2020,Total,_T,526.5
Santa Lucía de Tirajana,26/03/2020,Total,_T,531.35
Santa Lucía de Tirajana,27/03/2020,Total,_T,528.7
Santa Lucía de Tirajana,28/03/2020,Total,_T,524.26
Santa Lucía de Tirajana,29/03/2020,Total,_T,481.97
Santa Lucía de Tirajana,30/03/2020,Total,_T,512.49
Santa Lucía de Tirajana,31/03/2020,Total,_T,502.73
Santa Lucía de Tirajana,01/04/2020,Total,_T,515.47
Santa Lucía de Tirajana,02/04/2020,Total,_T,511.38
Santa Lucía de Tirajana,03/04/2020,Total,_T,504.65
Santa Lucía de Tirajana,04/04/2020,Total,_T,519.16
Santa Lucía de Tirajana,05/04/2020,Total,_T,505.31
Santa Lucía de Tirajana,06/04/2020,Total,_T,508.13
Santa Lucía de Tirajana,07/04/2020,Total,_T,511.86
Santa Lucía de Tirajana,08/04/2020,Total,_T,516.32
Santa Lucía de Tirajana,09/04/2020,Total,_T,505.16
Santa Lucía de Tirajana,10/04/2020,Total,_T,499.97
Santa Lucía de Tirajana,11/04/2020,Total,_T,516.59
Santa Lucía de Tirajana,12/04/2020,Total,_T,498.87
Santa Lucía de Tirajana,13/04/2020,Total,_T,507.78
Santa Lucía de Tirajana,14/04/2020,Total,_T,509.12
Santa Lucía de Tirajana,15/04/2020,Total,_T,518.62
Santa Lucía de Tirajana,16/04/2020,Total,_T,515.71
Santa Lucía de Tirajana,17/04/2020,Total,_T,512.86
Santa Lucía de Tirajana,18/04/2020,Total,_T,515.53
Santa Lucía de Tirajana,19/04/2020,Total,_T,490.8
Santa Lucía de Tirajana,20/04/2020,Total,_T,488.76
Santa Lucía de Tirajana,27/08/2021,Total,_T,554.94
Santa Lucía de Tirajana,28/08/2021,Total,_T,565.28
Santa Lucía de Tirajana,29/08/2021,Total,_T,524.63
Santa Lucía de Tirajana,30/08/2021,Total,_T,557.99
Santa Lucía de Tirajana,31/08/2021,Total,_T,554.96
Santa Lucía de Tirajana,01/09/2021,Total,_T,573.3
Santa Lucía de Tirajana,02/09/2021,Total,_T,570.94
Santa Lucía de Tirajana,03/09/2021,Total,_T,563.94
Santa Lucía de Tirajana,04/09/2021,Total,_T,563.27
Santa Lucía de Tirajana,05/09/2021,Total,_T,535.52
Santa Lucía de Tirajana,06/09/2021,Total,_T,576.05
Santa Lucía de Tirajana,07/09/2021,Total,_T,587.24
Santa Lucía de Tirajana,08/09/2021,Total,_T,535.34
Santa Lucía de Tirajana,09/09/2021,Total,_T,586.54
Santa Lucía de Tirajana,10/09/2021,Total,_T,579.07
Santa Lucía de Tirajana,11/09/2021,Total,_T,583.32
Santa Lucía de Tirajana,12/09/2021,Total,_T,554.33
Santa Lucía de Tirajana,13/09/2021,Total,_T,569.85
Santa Lucía de Tirajana,14/09/2021,Total,_T,555.35
Santa Lucía de Tirajana,15/09/2021,Total,_T,566.47
Santa Lucía de Tirajana,16/09/2021,Total,_T,571.15
Santa Lucía de Tirajana,17/09/2021,Total,_T,560.34
Santa Lucía de Tirajana,18/09/2021,Total,_T,562.93
Santa Lucía de Tirajana,19/09/2021,Total,_T,523.92
Santa Lucía de Tirajana,20/09/2021,Total,_T,552.45
Santa Lucía de Tirajana,21/09/2021,Total,_T,558.16
Santa Lucía de Tirajana,22/09/2021,Total,_T,538.28
Santa Lucía de Tirajana,23/09/2021,Total,_T,549.51
Santa Lucía de Tirajana,24/09/2021,Total,_T,552.36
Santa Lucía de Tirajana,25/09/2021,Total,_T,549.35
Santa Lucía de Tirajana,26/09/2021,Total,_T,524.05
Santa Lucía de Tirajana,27/09/2021,Total,_T,563.6
Santa Lucía de Tirajana,28/09/2021,Total,_T,561.26
Santa Lucía de Tirajana,29/09/2021,Total,_T,556.17
Santa Lucía de Tirajana,30/09/2021,Total,_T,547.17
Santa Lucía de Tirajana,01/10/2021,Total,_T,568.6
Santa Lucía de Tirajana,02/10/2021,Total,_T,574.0
Santa Lucía de Tirajana,03/10/2021,Total,_T,524.1
Santa Lucía de Tirajana,04/10/2021,Total,_T,547.35
Santa Lucía de Tirajana,20/11/2021,Total,_T,534.62
Santa Lucía de Tirajana,21/11/2021,Total,_T,503.06
Santa Lucía de Tirajana,22/11/2021,Total,_T,541.63
Santa Lucía de Tirajana,23/11/2021,Total,_T,545.4
Santa Lucía de Tirajana,24/11/2021,Total,_T,541.68
Santa Lucía de Tirajana,25/11/2021,Total,_T,528.14
Santa Lucía de Tirajana,26/11/2021,Total,_T,516.34
Santa Lucía de Tirajana,27/11/2021,Total,_T,537.08
Santa Lucía de Tirajana,28/11/2021,Total,_T,516.02
Santa Lucía de Tirajana,29/11/2021,Total,_T,519.22
Santa Lucía de Tirajana,30/11/2021,Total,_T,504.84
Santa Lucía de Tirajana,01/12/2021,Total,_T,506.09
Santa Lucía de Tirajana,02/12/2021,Total,_T,506.04
Santa Lucía de Tirajana,03/12/2021,Total,_T,508.28
Santa Lucía de Tirajana,04/12/2021,Total,_T,517.15
Santa Lucía de Tirajana,05/12/2021,Total,_T,492.95
Santa Lucía de Tirajana,06/12/2021,Total,_T,498.58
Santa Lucía de Tirajana,07/12/2021,Total,_T,525.18
Santa Lucía de Tirajana,08/12/2021,Total,_T,519.94
Santa Lucía de Tirajana,09/12/2021,Total,_T,511.61
Santa Lucía de Tirajana,10/12/2021,Total,_T,514.05
Santa Lucía de Tirajana,11/12/2021,Total,_T,521.86
Santa Lucía de Tirajana,12/12/2021,Total,_T,510.01
Santa Lucía de Tirajana,13/12/2021,Total,_T,479.25
Santa Lucía de Tirajana,14/12/2021,Total,_T,507.11
Santa Lucía de Tirajana,15/12/2021,Total,_T,511.38
Santa Lucía de Tirajana,16/12/2021,Total,_T,509.7
Santa Lucía de Tirajana,17/12/2021,Total,_T,505.45
Santa Lucía de Tirajana,18/12/2021,Total,_T,525.71
Santa Lucía de Tirajana,19/12/2021,Total,_T,511.74
Santa Lucía de Tirajana,20/12/2021,Total,_T,516.87
Santa Lucía de Tirajana,21/12/2021,Total,_T,515.46
Santa Lucía de Tirajana,22/12/2021,Total,_T,516.68
Santa Lucía de Tirajana,23/12/2021,Total,_T,528.41
Santa Lucía de Tirajana,24/12/2021,Total,_T,543.8
Santa Lucía de Tirajana,25/12/2021,Total,_T,483.41
Santa Lucía de Tirajana,26/12/2021,Total,_T,507.72
Santa Lucía de Tirajana,27/12/2021,Total,_T,529.49
Santa Lucía de Tirajana,28/12/2021,Total,_T,521.53
Santa Lucía de Tirajana,29/12/2021,Total,_T,515.14
Santa Lucía de Tirajana,30/12/2021,Total,_T,517.19
Santa Lucía de Tirajana,31/12/2021,Total,_T,531.1
Santa Lucía de Tirajana,01/01/2022,Total,_T,486.04
Santa Lucía de Tirajana,02/01/2022,Total,_T,513.73
Santa Lucía de Tirajana,03/01/2022,Total,_T,529.26
Santa Lucía de Tirajana,04/01/2022,Total,_T,518.45
Santa Lucía de Tirajana,05/01/2022,Total,_T,504.85
Santa Lucía de Tirajana,06/01/2022,Total,_T,460.98
Santa Lucía de Tirajana,07/01/2022,Total,_T,508.5
Santa Lucía de Tirajana,08/01/2022,Total,_T,527.11
Santa Lucía de Tirajana,09/01/2022,Total,_T,501.28
Santa Lucía de Tirajana,10/01/2022,Total,_T,514.02
Santa Lucía de Tirajana,11/01/2022,Total,_T,515.32
Santa Lucía de Tirajana,12/01/2022,Total,_T,514.88
Santa Lucía de Tirajana,13/01/2022,Total,_T,510.38
Santa Lucía de Tirajana,14/01/2022,Total,_T,526.92
Santa Lucía de Tirajana,15/01/2022,Total,_T,530.85
Santa Lucía de Tirajana,16/01/2022,Total,_T,500.19
Santa Lucía de Tirajana,17/01/2022,Total,_T,512.08
Santa Lucía de Tirajana,18/01/2022,Total,_T,492.18
Santa Lucía de Tirajana,19/01/2022,Total,_T,501.75
Santa Lucía de Tirajana,20/01/2022,Total,_T,499.51
Santa Lucía de Tirajana,21/01/2022,Total,_T,533.35
Santa Lucía de Tirajana,22/01/2022,Total,_T,528.21
Santa Lucía de Tirajana,23/01/2022,Total,_T,498.87
Santa Lucía de Tirajana,24/01/2022,Total,_T,513.61
Santa Lucía de Tirajana,25/01/2022,Total,_T,498.89
Santa Lucía de Tirajana,26/01/2022,Total,_T,498.22
Santa Lucía de Tirajana,27/01/2022,Total,_T,493.6
Santa Lucía de Tirajana,28/01/2022,Total,_T,510.09
Santa Lucía de Tirajana,29/01/2022,Total,_T,527.98
Santa Lucía de Tirajana,30/01/2022,Total,_T,501.32
Santa Lucía de Tirajana,31/01/2022,Total,_T,506.63
Santa Lucía de Tirajana,01/02/2022,Total,_T,511.45
Santa Lucía de Tirajana,02/02/2022,Total,_T,510.8
Santa Lucía de Tirajana,03/02/2022,Total,_T,511.34
Santa Lucía de Tirajana,04/02/2022,Total,_T,515.49
Santa Lucía de Tirajana,05/02/2022,Total,_T,527.64
Santa Lucía de Tirajana,06/02/2022,Total,_T,497.33
Santa Lucía de Tirajana,07/02/2022,Total,_T,512.7
Santa Lucía de Tirajana,08/02/2022,Total,_T,510.8
Santa Lucía de Tirajana,09/02/2022,Total,_T,513.51
Santa Lucía de Tirajana,10/02/2022,Total,_T,523.27
Santa Lucía de Tirajana,11/02/2022,Total,_T,525.84
Santa Lucía de Tirajana,12/02/2022,Total,_T,529.42
Santa Lucía de Tirajana,13/02/2022,Total,_T,497.26
Santa Lucía de Tirajana,14/02/2022,Total,_T,522.95
Santa Lucía de Tirajana,15/02/2022,Total,_T,530.79
Santa Lucía de Tirajana,16/02/2022,Total,_T,520.46
Santa Lucía de Tirajana,17/02/2022,Total,_T,520.22
Santa Lucía de Tirajana,18/02/2022,Total,_T,518.02
Santa Lucía de Tirajana,19/02/2022,Total,_T,529.39
Santa Lucía de Tirajana,20/02/2022,Total,_T,501.27
Santa Lucía de Tirajana,21/02/2022,Total,_T,517.09
Santa Lucía de Tirajana,22/02/2022,Total,_T,524.8
Santa Lucía de Tirajana,23/02/2022,Total,_T,528.51
Santa Lucía de Tirajana,24/02/2022,Total,_T,495.75
Santa Lucía de Tirajana,25/02/2022,Total,_T,505.34
Santa Lucía de Tirajana,26/02/2022,Total,_T,538.65
Santa Lucía de Tirajana,27/02/2022,Total,_T,502.0
Santa Lucía de Tirajana,28/02/2022,Total,_T,503.3
Santa Lucía de Tirajana,01/03/2022,Total,_T,493.17
Santa Lucía de Tirajana,02/03/2022,Total,_T,474.98
Santa Lucía de Tirajana,03/03/2022,Total,_T,494.68
Santa Lucía de Tirajana,04/03/2022,Total,_T,515.69
Santa Lucía de Tirajana,05/03/2022,Total,_T,532.14
Santa Lucía de Tirajana,06/03/2022,Total,_T,504.46
Santa Lucía de Tirajana,07/03/2022,Total,_T,511.7
Santa Lucía de Tirajana,08/03/2022,Total,_T,503.04
Santa Lucía de Tirajana,09/03/2022,Total,_T,507.17
Santa Lucía de Tirajana,10/03/2022,Total,_T,503.65
Santa Lucía de Tirajana,11/03/2022,Total,_T,523.7
Santa Lucía de Tirajana,12/03/2022,Total,_T,528.33
Santa Lucía de Tirajana,13/03/2022,Total,_T,497.76
Santa Lucía de Tirajana,14/03/2022,Total,_T,507.49
Santa Lucía de Tirajana,15/03/2022,Total,_T,480.27
Santa Lucía de Tirajana,16/03/2022,Total,_T,490.01
Santa Lucía de Tirajana,17/03/2022,Total,_T,527.81
Santa Lucía de Tirajana,18/03/2022,Total,_T,525.88
Santa Lucía de Tirajana,19/03/2022,Total,_T,527.05
Santa Lucía de Tirajana,20/03/2022,Total,_T,497.31
Santa Lucía de Tirajana,21/03/2022,Total,_T,519.26
Santa Lucía de Tirajana,22/03/2022,Total,_T,430.51
Santa Lucía de Tirajana,23/03/2022,Total,_T,430.27
Santa Lucía de Tirajana,24/03/2022,Total,_T,521.26
Santa Lucía de Tirajana,25/03/2022,Total,_T,526.03
Santa Lucía de Tirajana,26/03/2022,Total,_T,532.82
Santa Lucía de Tirajana,27/03/2022,Total,_T,473.78
Santa Lucía de Tirajana,28/03/2022,Total,_T,520.58
Santa Lucía de Tirajana,29/03/2022,Total,_T,528.17
Santa Lucía de Tirajana,30/03/2022,Total,_T,512.85
Santa Lucía de Tirajana,31/03/2022,Total,_T,495.3
Santa Lucía de Tirajana,01/04/2022,Total,_T,502.93
Santa Lucía de Tirajana,02/04/2022,Total,_T,529.57
Santa Lucía de Tirajana,03/04/2022,Total,_T,499.47
Santa Lucía de Tirajana,04/04/2022,Total,_T,476.5
Santa Lucía de Tirajana,05/04/2022,Total,_T,504.95
