fecha,temp_este,temp_norte,temp_sur,hum_este,hum_norte,hum_sur,Agüimes,Arucas,Gáldar,Ingenio,Las Palmas de Gran Canaria,Mogán,San Bartolomé de Tirajana,Santa Lucía de Tirajana,Telde,otros_municipios,consumo_total
2020-01-01,15.98,16.5,17.1,51.25,52.0,49.75,262.81,240.26,189.96,151.37,2521.9,680.43,1372.15,491.21,1149.85,574.6899999999999,7634.63
2020-01-02,15.78,15.95,16.3,44.25,46.5,43.25,358.0,263.98,210.29,184.93,3186.71,709.99,1468.57,485.09,1363.15,659.53,8890.24
2020-01-03,16.02,16.5,16.6,45.75,50.0,42.5,368.43,268.47,208.2,186.64,3219.53,713.29,1526.16,506.92,1443.41,664.58,9105.63
2020-01-04,16.38,16.3,16.82,60.5,67.5,53.25,287.93,261.22,188.89,175.22,2981.85,698.66,1481.12,558.76,1422.27,633.43,8689.35
2020-01-05,17.52,16.9,16.98,64.25,68.5,62.25,261.39,246.11,181.39,158.13,2845.99,675.66,1372.61,540.47,1377.86,616.16,8275.77
2020-01-06,17.7,17.3,17.68,57.75,66.5,58.25,246.27,236.84,172.27,154.39,2560.57,661.83,1333.22,488.03,1210.79,593.36,7657.570000000001
2020-01-07,17.35,17.15,17.42,65.75,70.5,58.0,351.28,274.22,185.32,191.73,3271.87,691.06,1450.77,538.97,1353.47,689.75,8998.44
2020-01-08,17.62,17.3,17.08,66.25,71.0,61.5,360.11,277.3,187.36,193.51,3364.54,692.49,1527.32,537.81,1377.44,703.39,9221.27
2020-01-09,17.68,17.3,17.14,62.25,70.0,60.75,364.34,282.05,188.18,191.71,3418.07,669.05,1492.52,539.33,1375.68,691.27,9212.2
2020-01-10,17.58,17.15,17.73,74.25,78.5,67.0,360.85,278.51,188.19,191.01,3343.32,672.85,1498.55,537.16,1383.74,697.29,9151.47
2020-01-11,17.2,16.5,17.23,66.5,72.5,66.5,277.32,268.1,193.33,178.85,3011.78,664.84,1574.44,557.08,1285.41,670.84,8681.99
2020-01-12,16.82,16.05,16.77,60.0,64.5,62.5,270.95,259.66,186.34,165.89,2793.84,644.5,1375.53,526.74,1208.55,643.4399999999999,8075.44
2020-01-13,16.9,17.35,17.35,54.25,60.5,52.25,356.55,277.78,225.18,190.41,3310.2,668.74,1440.74,529.53,1352.58,691.21,9042.92
2020-01-14,16.68,17.3,16.9,47.75,44.0,48.5,364.64,274.82,233.99,189.73,3353.24,673.25,1490.31,536.81,1381.41,684.5699999999999,9182.77
2020-01-15,15.72,16.55,16.8,51.75,48.5,45.25,358.65,256.6,231.46,192.67,3354.22,674.03,1485.22,530.87,1432.59,693.6700000000001,9209.98
2020-01-16,15.92,16.15,16.77,46.25,42.5,46.5,360.58,274.1,230.46,189.24,3365.77,669.04,1466.16,534.9,1450.49,686.28,9227.02
2020-01-17,16.2,16.35,16.42,51.75,53.0,48.75,358.8,274.24,215.52,187.71,3305.68,673.81,1487.09,542.33,1447.14,683.84,9176.16
2020-01-18,16.92,16.9,17.88,44.5,47.5,42.25,292.34,262.79,207.38,175.62,2985.04,665.92,1596.41,552.89,1362.9,649.77,8751.06
2020-01-19,17.82,17.2,18.75,50.5,58.0,46.5,262.98,253.44,173.98,162.44,2767.36,643.69,1364.48,517.32,1275.06,626.27,8047.02
2020-01-20,16.42,15.9,17.02,61.25,66.0,67.25,314.76,301.68,206.01,194.33,3356.3,669.37,1455.74,532.37,1399.83,710.08,9140.47
2020-01-21,14.9,14.95,15.48,59.75,62.5,59.0,363.31,287.55,198.75,194.67,3365.43,678.22,1559.18,537.84,1388.13,742.72,9315.8
2020-01-22,14.72,14.9,14.65,56.5,66.0,63.75,373.38,286.55,208.02,194.21,3328.13,672.57,1559.92,538.13,1397.0,739.71,9297.62
2020-01-23,15.22,14.7,16.25,61.0,66.0,64.25,372.16,288.72,236.29,194.74,3319.76,667.14,1543.58,566.78,1398.1,729.65,9316.92
2020-01-24,15.6,15.35,15.62,59.0,64.0,63.5,362.23,282.63,235.96,191.09,3286.21,669.62,1549.46,549.71,1392.22,705.87,9225.0
2020-01-25,15.78,16.45,15.7,60.25,70.5,63.75,277.51,272.5,224.48,178.89,3021.24,662.92,1551.93,563.31,1323.58,678.02,8754.38
2020-01-26,16.45,15.6,16.18,66.0,74.5,63.25,265.77,260.51,205.26,166.8,2802.44,642.21,1371.92,532.94,1254.11,657.96,8159.92
2020-01-27,15.95,15.35,16.18,68.0,72.5,68.0,349.34,281.86,205.35,193.84,3346.97,669.48,1449.26,538.17,1369.73,706.02,9110.02
2020-01-28,16.6,16.35,16.77,62.0,70.5,55.5,380.84,283.07,228.22,192.53,3275.07,639.15,1529.18,526.72,1357.98,684.5,9097.26
2020-01-29,18.68,18.0,19.85,48.0,50.0,43.25,388.45,282.76,234.36,192.71,3285.51,628.1,1523.63,534.69,1371.2,674.96,9116.37
2020-01-30,19.48,21.5,21.15,40.25,41.5,34.75,387.2,279.45,234.48,191.3,3305.24,656.37,1528.0,558.59,1387.18,666.21,9194.02
2020-01-31,19.75,21.0,20.78,25.0,26.5,35.25,364.97,267.56,231.19,179.83,3187.25,655.13,1501.53,546.52,1375.55,638.5600000000001,8948.09
2020-02-01,20.4,18.8,20.32,40.25,51.0,48.25,283.7,277.24,217.87,177.58,2959.5,672.79,1499.38,544.89,1326.57,657.1500000000001,8616.67
2020-02-02,19.23,19.45,20.67,51.25,57.0,38.25,272.1,267.52,215.14,164.2,2768.35,649.57,1392.78,514.7,1217.09,635.73,8097.18
2020-02-03,20.65,22.25,21.82,32.25,26.5,27.25,355.05,293.77,235.99,191.92,3248.15,682.12,1457.18,535.41,1357.73,690.08,9047.4
2020-02-04,21.18,22.25,22.62,30.75,28.5,28.75,369.62,294.74,227.25,191.98,3310.93,690.98,1515.44,550.48,1397.81,685.14,9234.37
2020-02-05,21.7,21.5,21.72,42.5,52.0,29.25,375.91,296.37,237.19,189.95,3361.97,693.14,1503.52,559.47,1408.66,696.08,9322.26
2020-02-06,18.68,17.7,19.1,61.75,74.5,57.25,371.08,293.46,232.46,190.26,3336.63,686.91,1529.02,546.57,1448.65,697.0600000000001,9332.1
2020-02-07,18.48,17.8,19.27,72.75,81.0,68.25,351.74,288.83,215.53,189.24,3311.99,686.35,1508.44,556.34,1474.75,694.48,9277.69
2020-02-08,17.98,16.9,18.92,62.5,76.0,61.25,280.66,278.27,193.5,175.92,2996.95,679.18,1583.09,534.38,1389.1,667.3199999999999,8778.369999999999
2020-02-09,18.95,17.7,19.42,70.0,84.5,61.5,267.12,265.84,194.21,164.47,2807.85,654.92,1365.15,523.22,1294.58,662.46,8199.82
2020-02-10,18.85,17.65,19.98,70.75,81.0,59.75,351.12,285.7,208.81,192.02,3314.96,681.32,1452.96,555.89,1411.49,711.11,9165.38
2020-02-11,20.12,18.4,21.0,39.0,64.0,36.5,363.93,283.23,212.72,191.85,3321.53,682.31,1539.03,557.76,1408.99,701.94,9263.29
2020-02-12,19.98,19.65,20.3,42.25,45.0,44.25,373.43,287.39,232.58,193.56,3341.77,687.11,1529.9,561.53,1409.16,694.06,9310.49
2020-02-13,20.6,20.3,21.3,32.25,34.0,40.25,375.01,288.01,230.29,191.09,3329.93,687.47,1542.62,559.49,1390.49,696.25,9290.65
2020-02-14,19.82,20.5,20.5,37.0,45.0,45.25,372.53,287.08,234.5,188.51,3282.21,688.79,1566.6,561.2,1427.76,689.83,9299.01
2020-02-15,18.65,17.35,19.32,57.75,67.0,55.5,286.76,273.47,191.97,175.99,2949.81,680.08,1596.88,547.78,1349.95,673.34,8726.03
2020-02-16,19.0,18.1,19.85,66.0,77.5,57.5,265.5,265.83,182.32,161.77,2772.59,650.11,1369.2,514.05,1259.06,647.25,8087.68
2020-02-17,20.38,19.4,21.1,60.0,81.5,56.5,351.99,283.31,203.3,186.02,3313.25,675.9,1458.74,550.69,1390.43,704.44,9118.07
2020-02-18,18.42,16.95,19.77,65.75,79.0,59.25,367.73,285.45,204.93,186.34,3334.22,664.74,1469.36,555.86,1389.88,716.64,9175.15
2020-02-19,18.2,17.05,19.4,66.75,75.5,61.75,368.02,290.4,204.13,187.89,3325.42,678.03,1467.86,555.59,1408.76,709.13,9195.23
2020-02-20,17.95,17.5,18.15,59.75,67.5,58.25,365.35,290.13,203.16,187.14,3294.7,676.66,1497.8,554.57,1427.1,703.7,9200.31
2020-02-21,17.02,16.45,16.95,54.75,65.0,57.25,354.28,284.75,225.86,186.61,3266.82,679.25,1503.78,553.35,1391.44,703.62,9149.76
2020-02-22,19.7,18.8,20.35,36.75,50.0,42.5,283.49,272.27,202.49,177.96,2939.69,676.13,1524.74,552.81,1326.23,671.99,8627.8
2020-02-23,23.02,22.65,24.48,30.5,30.5,25.5,270.3,264.11,180.51,168.1,2762.4,669.99,1396.4,528.7,1256.97,634.38,8131.860000000001
2020-02-24,23.27,24.55,24.88,38.35,36.0,37.5,348.22,280.5,230.72,192.36,3288.02,710.71,1523.15,563.51,1429.63,676.72,9243.54
2020-02-25,21.62,22.0,23.1,38.95,44.5,49.0,326.03,269.36,222.15,190.97,2945.97,706.53,1586.63,539.78,1420.55,655.02,8862.99
2020-02-26,18.84,17.4,20.05,58.8,75.0,58.5,360.77,286.17,203.23,189.58,3331.41,695.7,1541.89,560.13,1438.52,675.9,9283.3
2020-02-27,18.06,17.4,18.68,68.15,81.0,66.25,347.81,291.27,210.88,180.44,3345.29,681.74,1519.01,560.15,1462.05,695.6,9294.24
2020-02-28,17.77,17.8,18.4,64.25,69.0,62.0,349.79,285.52,231.89,189.64,3279.95,669.72,1515.89,552.96,1444.21,690.86,9210.43
2020-02-29,18.18,16.9,18.68,61.5,76.0,63.5,268.64,264.17,185.56,171.03,2907.87,664.41,1539.83,536.92,1359.66,661.4399999999999,8559.529999999999
2020-03-01,17.68,16.9,18.98,69.75,77.5,68.0,255.49,258.03,181.65,159.37,2713.26,611.68,1314.64,508.43,1265.56,640.83,7908.94
2020-03-02,18.95,17.85,19.1,67.0,79.0,66.5,339.62,282.56,209.84,184.17,3214.09,616.13,1381.0,543.19,1392.15,695.91,8858.66
2020-03-03,19.52,18.4,20.27,68.0,77.5,63.75,343.87,283.48,197.0,186.45,3264.91,629.73,1365.02,545.66,1369.47,693.0600000000001,8878.65
2020-03-04,20.82,17.6,21.55,57.75,81.5,59.75,356.1,285.72,200.34,187.75,3260.67,624.02,1371.73,549.39,1357.73,689.4499999999999,8882.9
2020-03-05,18.82,17.4,20.27,68.25,81.5,66.25,354.74,287.24,201.12,184.37,3251.47,622.86,1428.07,547.89,1358.7,693.25,8929.71
2020-03-06,17.0,16.4,18.62,69.12,76.0,65.25,346.93,285.51,200.36,183.27,3188.2,632.62,1445.87,545.66,1362.19,700.4,8891.01
2020-03-07,18.48,17.45,18.75,60.75,73.0,56.5,270.97,272.59,186.54,172.85,2865.24,616.79,1443.98,538.57,1288.47,671.73,8327.73
2020-03-08,20.45,17.65,22.12,54.5,80.5,49.75,260.72,262.28,183.32,159.81,2698.59,597.71,1332.27,510.59,1217.04,622.0600000000001,7844.39
2020-03-09,21.1,18.1,22.68,51.75,73.0,37.75,345.91,289.12,217.29,186.28,3232.13,623.64,1433.7,542.15,1398.41,668.59,8937.22
2020-03-10,19.48,17.4,20.98,58.0,74.5,54.5,360.93,286.31,177.05,188.0,3239.05,609.66,1422.08,551.24,1379.42,676.37,8890.11
2020-03-11,19.4,18.35,20.5,59.25,78.0,54.5,367.91,286.69,187.17,188.69,3250.63,608.43,1422.62,553.28,1396.08,658.82,8920.32
2020-03-12,20.18,18.5,21.38,59.75,82.0,49.88,357.36,288.64,181.68,186.77,3226.11,603.35,1466.49,554.73,1398.96,680.64,8944.73
2020-03-13,18.88,17.9,19.9,65.25,76.0,61.25,341.52,297.94,184.97,188.97,3177.0,606.61,1421.05,557.41,1391.87,697.14,8864.48
2020-03-14,17.85,17.2,18.25,62.75,71.5,60.75,277.7,286.9,187.3,180.06,2853.85,590.02,1402.56,536.46,1327.6,699.38,8341.83
2020-03-15,17.65,17.05,17.35,66.0,74.0,63.5,267.55,277.87,183.86,167.31,2643.82,543.07,1230.47,514.24,1266.69,684.41,7779.29
2020-03-16,18.0,17.5,18.35,64.25,74.0,60.0,331.17,298.83,184.88,187.15,2990.46,540.4,1243.57,531.77,1341.3,726.31,8375.84
2020-03-17,15.82,15.2,16.92,63.25,76.5,61.5,340.16,299.52,187.17,185.61,2966.57,516.99,1230.47,529.14,1353.45,734.05,8343.130000000001
2020-03-18,16.88,15.6,17.68,58.25,69.5,55.25,334.87,297.86,193.87,185.39,2953.78,490.03,1166.49,524.72,1353.58,724.74,8225.33
2020-03-19,18.75,17.8,18.8,59.0,76.5,53.75,330.83,295.7,205.68,182.87,2924.26,454.27,1108.87,528.18,1337.96,722.78,8091.4
2020-03-20,18.52,17.35,18.88,62.25,80.0,60.75,319.66,296.56,214.05,183.3,2898.49,435.72,1066.47,521.31,1318.46,713.8299999999999,7967.85
2020-03-21,16.9,16.45,17.25,54.75,63.0,58.25,260.7,287.09,205.24,177.31,2709.36,408.61,1079.0,526.13,1302.62,689.3299999999999,7645.39
2020-03-22,17.18,16.5,17.25,63.75,73.5,63.0,257.06,276.99,200.72,168.63,2588.12,381.41,852.35,511.81,1272.81,645.23,7155.13
2020-03-23,15.55,15.15,15.92,69.25,76.0,59.0,298.16,296.96,206.46,183.01,2870.16,360.94,828.46,522.29,1348.17,715.6600000000001,7630.27
2020-03-24,18.32,17.4,18.95,57.75,74.5,58.0,311.67,294.94,226.07,182.86,2870.79,342.46,852.05,527.15,1332.77,712.17,7652.929999999999
2020-03-25,17.27,17.1,17.55,64.25,71.0,68.5,312.45,296.07,228.83,183.93,2851.63,333.8,889.35,526.5,1336.24,693.13,7651.93
2020-03-26,16.05,16.25,15.98,73.62,70.5,75.75,326.7,294.05,229.5,186.92,2844.5,330.74,919.26,531.35,1360.32,699.05,7722.39
2020-03-27,16.25,16.6,16.25,70.5,75.0,71.5,313.03,292.24,222.56,183.55,2821.01,330.66,881.55,528.7,1342.94,687.59,7603.830000000001
2020-03-28,16.9,16.7,16.58,66.75,76.0,74.0,256.96,278.03,205.83,177.47,2656.21,320.96,914.13,524.26,1260.98,656.86,7251.69
2020-03-29,15.98,15.9,16.75,71.75,72.5,72.25,239.33,256.74,197.84,159.87,2431.21,296.59,689.26,481.97,1138.81,607.99,6499.610000000001
2020-03-30,16.95,16.35,17.75,71.25,78.0,69.25,292.66,287.91,207.44,180.61,2798.63,314.9,744.84,512.49,1257.65,680.64,7277.77
2020-03-31,17.2,17.35,18.25,76.5,80.0,76.25,293.14,280.68,215.85,176.8,2732.14,308.65,754.29,502.73,1240.06,664.74,7169.08
2020-04-01,17.92,17.9,18.5,68.0,76.0,70.25,296.5,286.53,226.21,179.2,2759.15,307.15,762.06,515.47,1259.86,674.85,7266.98
2020-04-02,17.95,17.45,18.42,68.0,74.0,67.5,297.68,281.92,212.7,180.87,2741.63,304.89,729.11,511.38,1258.07,679.6,7197.85
2020-04-03,18.38,17.4,18.68,68.75,75.5,67.25,295.09,284.39,213.62,180.61,2761.0,307.99,711.45,504.65,1244.34,670.36,7173.5
2020-04-04,19.23,19.35,20.2,73.0,76.0,74.0,260.09,277.79,194.04,177.67,2637.77,303.61,707.38,519.16,1178.54,633.97,6890.02
2020-04-05,19.45,19.65,19.98,66.25,68.0,70.75,258.16,266.56,221.86,165.24,2521.75,301.96,701.93,505.31,1114.82,587.8,6645.389999999999
2020-04-06,20.48,20.0,20.12,70.25,77.0,71.0,300.62,281.68,234.09,184.97,2789.28,312.28,744.67,508.13,1196.81,636.5,7189.030000000001
2020-04-07,20.35,19.5,20.58,72.5,81.0,70.5,302.79,282.61,215.17,178.2,2794.58,313.48,745.22,511.86,1228.23,656.65,7228.79
2020-04-08,20.75,19.7,21.25,70.25,82.0,70.0,293.2,283.69,199.68,178.78,2778.34,310.6,734.58,516.32,1231.48,676.92,7203.59
2020-04-09,21.55,19.35,21.48,62.5,81.0,70.5,268.62,277.31,189.71,165.2,2632.38,303.66,689.8,505.16,1220.0,645.66,6897.5
2020-04-10,21.35,19.75,21.25,67.25,79.5,69.75,253.37,266.25,197.92,161.69,2576.43,300.55,671.2,499.97,1218.45,626.03,6771.86
2020-04-11,20.35,19.15,20.62,63.75,76.0,67.5,249.16,263.96,195.76,171.7,2617.53,303.78,808.78,516.59,1239.47,646.03,7012.76
2020-04-12,19.2,18.05,19.18,63.25,75.5,67.5,247.91,258.62,208.9,162.78,2518.21,300.23,679.08,498.87,1167.76,644.24,6686.6
2020-04-13,19.08,18.6,18.55,62.5,72.0,61.0,301.43,281.29,232.46,180.13,2768.51,308.24,740.35,507.78,1234.0,696.95,7251.14
2020-04-14,18.77,18.3,19.1,64.5,75.0,66.5,310.9,282.71,228.04,183.05,2785.04,313.14,806.46,509.12,1232.08,694.6,7345.139999999999
2020-04-15,18.73,18.4,18.65,66.5,73.5,67.5,317.8,286.65,234.61,181.63,2804.66,309.65,813.75,518.62,1215.65,714.8,7397.82
2020-04-16,18.73,18.4,19.27,65.25,70.5,71.25,325.09,282.69,216.5,182.52,2807.19,309.47,804.97,515.71,1197.57,715.19,7356.900000000001
2020-04-17,18.6,17.6,18.7,62.25,71.0,66.5,304.55,283.55,234.11,182.93,2782.2,309.27,787.24,512.86,1191.4,714.76,7302.87
2020-04-18,18.92,18.4,18.8,62.5,69.0,69.5,261.38,273.11,220.82,176.55,2619.3,303.49,815.25,515.53,1176.13,676.71,7038.27
2020-04-19,18.7,18.35,18.95,61.0,68.5,62.75,248.87,264.93,202.75,161.59,2498.31,297.16,675.38,490.8,1150.46,655.27,6645.52
2020-04-20,19.92,18.7,18.7,56.75,71.0,63.25,290.81,285.68,217.67,178.81,2778.75,308.94,739.01,488.76,1231.9,698.53,7218.860000000001
2020-04-21,19.23,18.5,18.8,56.75,61.5,63.0,290.91,283.67,193.62,178.18,2786.65,308.09,785.84,495.39,1239.42,700.03,7261.8
2020-04-22,18.5,17.9,18.27,54.75,61.5,59.0,291.03,286.78,196.42,179.06,2785.04,309.62,783.22,495.15,1209.9,698.28,7234.5
2020-04-23,17.9,18.0,18.18,70.25,76.0,66.0,285.16,288.03,207.01,182.16,2785.05,309.95,775.05,497.12,1202.72,693.76,7226.01
2020-04-24,19.15,18.6,18.95,59.0,68.0,58.5,285.89,285.18,214.23,180.95,2787.53,309.98,796.59,494.68,1223.97,678.09,7257.09
2020-04-25,18.65,18.5,17.9,63.25,67.5,67.75,258.42,276.19,212.35,174.46,2634.36,306.19,874.19,516.27,1164.83,652.59,7069.85
2020-04-26,17.65,17.05,17.77,60.75,67.5,65.25,254.88,265.4,204.59,165.11,2517.26,295.13,697.03,497.08,1098.0,629.02,6623.5
2020-04-27,17.88,18.65,18.55,69.75,69.0,67.0,313.86,280.99,227.99,178.54,2801.77,305.84,755.5,492.01,1173.73,672.41,7202.64
2020-04-28,19.48,18.85,18.8,64.75,71.5,68.5,322.65,282.05,222.44,179.38,2805.99,308.69,739.79,497.11,1144.6,687.54,7190.24
2020-04-29,19.5,17.95,19.18,61.25,69.5,62.0,312.69,283.77,202.36,179.06,2812.3,304.52,759.73,497.99,1187.33,672.63,7212.38
2020-04-30,20.52,19.05,20.27,55.0,72.0,55.75,297.08,271.59,199.37,171.84,2732.45,296.85,733.27,458.0,1216.59,652.83,7029.87
2020-05-01,20.15,19.65,20.72,68.5,72.0,62.0,254.8,268.57,184.21,159.4,2510.71,289.36,696.28,499.62,1155.77,640.73,6659.45
2020-05-02,19.77,19.7,21.35,73.75,74.5,61.25,257.03,273.22,208.38,173.11,2601.94,288.66,718.71,510.14,1168.3,644.31,6843.799999999999
2020-05-03,19.38,19.7,21.12,73.67,74.5,68.75,261.53,262.34,201.41,162.28,2499.29,278.72,650.64,491.41,1113.41,619.51,6540.54
2020-05-04,19.65,19.4,20.08,71.83,79.5,74.5,308.43,285.87,229.59,183.8,2830.39,294.66,702.3,494.45,1245.22,672.04,7246.75
2020-05-05,19.92,19.35,20.2,57.5,66.0,63.75,318.5,280.23,218.92,183.59,2842.19,296.1,743.23,490.06,1260.83,686.3900000000001,7320.04
2020-05-06,19.88,19.0,19.95,64.75,73.5,65.75,322.12,284.47,210.28,185.05,2861.87,295.41,749.67,505.78,1262.17,687.94,7364.76
2020-05-07,19.78,19.5,19.48,62.5,70.5,70.5,315.75,283.03,230.13,181.85,2850.66,293.34,777.66,502.37,1241.81,687.83,7364.43
2020-05-08,20.35,19.5,19.65,62.25,71.0,67.0,306.41,288.17,231.24,183.03,2836.6,296.57,723.34,510.89,1223.43,683.71,7283.389999999999
2020-05-09,20.7,20.0,20.0,64.5,77.0,68.0,265.6,276.67,226.26,177.14,2679.23,288.16,721.87,519.87,1153.78,654.9,6963.48
2020-05-10,21.65,20.4,20.62,57.75,70.5,67.5,260.71,268.3,215.83,164.72,2539.55,281.55,682.83,498.24,1117.05,646.22,6675.0
2020-05-11,21.42,21.05,20.5,63.5,72.5,73.0,318.05,287.9,238.82,186.33,2890.82,291.94,770.87,500.82,1269.34,665.54,7420.43
2020-05-12,20.58,19.45,20.7,55.5,69.0,58.0,337.09,288.13,237.27,185.63,2928.9,292.77,785.24,508.47,1286.17,677.46,7527.13
2020-05-13,20.75,20.75,21.12,61.5,70.0,62.0,331.44,291.81,234.47,184.44,2916.53,282.69,928.84,505.46,1296.66,689.14,7661.48
2020-05-14,19.52,19.3,19.65,57.25,65.0,57.25,326.3,289.79,235.5,181.58,2900.85,281.92,877.71,523.9,1222.56,699.0699999999999,7539.18
2020-05-15,19.65,18.9,19.77,57.25,71.0,54.25,307.48,290.23,210.79,180.68,2882.83,289.66,831.38,525.51,1225.66,705.52,7449.74
2020-05-16,19.62,19.35,19.32,53.5,60.0,54.5,257.97,275.98,210.84,171.71,2635.93,285.55,685.15,513.14,1190.65,670.05,6896.97
2020-05-17,19.05,18.8,20.05,64.25,74.0,61.0,252.55,266.22,192.21,159.01,2493.93,277.45,664.67,496.34,1117.25,662.74,6582.369999999999
2020-05-18,20.12,19.2,19.6,65.0,76.5,63.0,315.97,290.25,219.52,180.73,2922.63,288.76,767.09,508.48,1240.12,704.24,7437.79
2020-05-19,21.02,19.95,20.12,66.75,81.0,63.5,337.78,294.46,219.69,184.77,2968.33,292.94,849.29,515.77,1243.28,697.77,7604.08
2020-05-20,21.78,19.8,21.58,54.0,76.5,60.75,329.69,293.6,201.43,182.17,2973.27,298.97,800.46,522.47,1288.92,690.9,7581.88
2020-05-21,21.0,19.0,21.7,59.25,71.5,58.0,311.66,291.73,199.0,185.83,2972.61,294.83,789.72,529.0,1288.99,685.3199999999999,7548.69
2020-05-22,22.22,19.45,22.65,51.25,73.5,54.75,304.42,292.25,199.1,185.29,2949.83,307.11,801.65,536.88,1283.89,697.93,7558.35
2020-05-23,25.18,20.65,25.62,54.25,81.0,49.75,264.13,278.24,195.95,180.59,2728.28,306.24,742.78,542.42,1223.14,668.8100000000001,7130.58
2020-05-24,25.55,21.9,26.12,46.25,64.5,52.0,269.34,263.54,185.01,173.42,2569.13,295.19,705.39,523.22,1160.15,650.21,6794.6
2020-05-25,24.75,21.0,23.98,56.0,80.0,61.75,320.68,286.97,198.92,199.38,3060.49,314.43,810.97,559.59,1283.7,699.37,7734.5
2020-05-26,22.92,20.5,24.0,68.25,83.0,63.75,334.33,284.79,202.48,203.6,3097.3,320.0,889.03,553.14,1292.57,701.14,7878.38
2020-05-27,22.38,20.55,22.75,65.0,80.5,66.25,333.26,267.19,205.12,201.16,3077.41,317.0,816.16,541.66,1291.96,706.11,7757.03
2020-05-28,21.92,19.4,22.35,62.25,80.0,67.75,335.8,284.59,202.5,194.28,3089.94,311.98,841.43,555.96,1313.75,704.77,7835.0
2020-05-29,21.48,20.2,22.22,66.5,78.5,65.75,324.85,287.24,220.56,190.05,3054.37,316.4,808.78,555.01,1302.56,698.25,7758.07
2020-05-30,21.58,20.8,21.35,67.75,76.0,68.75,266.24,264.57,222.67,174.11,2729.75,307.19,751.23,534.31,1240.21,672.76,7163.04
2020-05-31,20.78,20.85,20.85,69.5,74.0,75.75,263.29,252.1,210.41,167.26,2489.5,292.24,715.24,501.79,1171.83,634.81,6698.469999999999
2020-06-01,20.12,19.7,20.9,73.25,75.5,71.5,332.65,284.52,234.3,191.42,3142.45,308.0,783.54,549.28,1349.53,698.65,7874.339999999999
2020-06-02,20.98,20.35,20.82,68.0,73.0,64.5,352.08,286.75,210.38,192.41,3152.39,309.05,805.58,557.29,1369.19,703.12,7938.24
2020-06-03,21.25,21.05,22.32,69.5,72.5,72.25,362.8,286.91,205.14,192.97,3190.93,324.3,824.15,569.63,1386.41,696.28,8039.519999999999
2020-06-04,22.1,21.6,22.22,74.25,77.5,74.0,364.46,285.07,232.67,192.59,3236.73,337.59,826.33,568.6,1423.98,693.41,8161.43
2020-06-05,22.68,22.5,22.12,68.5,71.5,76.75,346.02,280.87,229.16,190.27,3226.07,360.23,832.99,569.38,1408.27,690.61,8133.87
2020-06-06,22.75,23.1,22.58,62.75,68.0,66.5,287.22,272.15,196.08,178.78,2903.57,357.89,850.38,559.06,1317.41,669.76,7592.3
2020-06-07,22.88,21.95,22.18,66.75,75.0,72.5,274.26,259.76,214.99,165.32,2633.05,341.49,730.95,522.79,1227.22,657.82,7027.650000000001
2020-06-08,22.08,21.2,22.32,66.25,73.5,63.5,330.34,287.67,218.21,191.83,3212.49,354.36,786.96,561.68,1408.57,701.4399999999999,8053.55
2020-06-09,22.12,21.65,22.32,71.0,75.0,66.0,346.63,291.56,203.09,190.26,3243.75,355.54,813.07,567.61,1416.86,699.87,8128.24
2020-06-10,21.42,21.3,22.1,65.5,69.0,65.25,347.67,293.14,206.73,189.57,3209.44,357.15,808.96,551.31,1407.11,710.27,8081.349999999999
2020-06-11,20.6,19.9,22.19,70.75,73.5,69.5,346.34,289.37,218.25,190.74,3186.27,359.5,833.46,553.41,1403.37,713.22,8093.929999999999
2020-06-12,21.55,20.9,22.26,61.25,67.0,65.75,325.84,284.23,233.13,186.57,3165.76,363.31,863.04,549.47,1410.26,717.47,8099.08
2020-06-13,21.02,20.9,22.26,65.25,70.0,66.75,277.97,272.44,211.63,176.11,2875.76,358.81,880.48,546.32,1341.48,677.47,7618.47
2020-06-14,21.32,21.05,22.41,66.25,70.5,69.25,267.39,262.16,190.04,164.04,2645.14,344.28,722.35,511.04,1235.74,658.63,7000.81
2020-06-15,23.55,23.6,23.51,67.0,64.0,72.5,351.93,289.11,238.76,193.26,3284.59,359.77,824.0,569.37,1211.89,710.37,8033.05
2020-06-16,24.4,23.95,23.92,58.25,62.0,68.0,360.88,289.9,237.77,193.76,3310.16,365.61,902.8,570.85,1183.7,719.55,8134.98
2020-06-17,23.58,23.3,23.25,80.5,78.5,77.25,372.86,292.22,243.98,200.04,3338.19,368.78,898.66,566.46,1225.87,725.99,8233.05
2020-06-18,23.38,22.4,22.9,62.25,74.5,71.75,360.63,288.71,238.14,194.0,3316.45,368.6,902.55,567.9,1247.49,715.77,8200.24
2020-06-19,22.65,22.15,22.85,68.0,73.5,65.25,344.54,287.4,203.81,190.91,3275.31,371.51,869.31,568.44,1253.61,704.01,8068.849999999999
2020-06-20,22.95,21.95,23.0,61.5,72.0,61.5,278.18,270.47,190.03,178.5,2934.7,375.96,926.01,549.23,1348.85,686.99,7738.92
2020-06-21,23.2,22.1,23.9,62.0,71.5,58.75,271.08,259.2,179.79,167.33,2644.7,358.14,738.93,519.08,1248.37,653.0699999999999,7039.69
2020-06-22,23.38,21.75,24.08,63.25,73.5,61.75,345.95,285.35,202.64,194.19,3254.54,368.2,820.94,563.18,1413.76,704.91,8153.66
